timestamp_utc;date;hour;dmi
2017-09-07T23:00:00.000Z;2017-09-07;23;-21.8095
2017-09-08T00:00:00.000Z;2017-09-08;00;-21.6052
2017-09-08T01:00:00.000Z;2017-09-08;01;-21.4638
2017-09-08T02:00:00.000Z;2017-09-08;02;-21.4638
2017-09-08T03:00:00.000Z;2017-09-08;03;-21.4638
2017-09-08T04:00:00.000Z;2017-09-08;04;-21.4638
2017-09-08T05:00:00.000Z;2017-09-08;05;-21.4638
2017-09-08T06:00:00.000Z;2017-09-08;06;-21.3794
2017-09-08T07:00:00.000Z;2017-09-08;07;-21.3794
2017-09-08T08:00:00.000Z;2017-09-08;08;-21.3794
2017-09-08T09:00:00.000Z;2017-09-08;09;-21.3794
2017-09-08T10:00:00.000Z;2017-09-08;10;-21.3794
2017-09-08T11:00:00.000Z;2017-09-08;11;-21.3794
2017-09-08T12:00:00.000Z;2017-09-08;12;-21.3794
2017-09-08T13:00:00.000Z;2017-09-08;13;-25.5534
2017-09-08T14:00:00.000Z;2017-09-08;14;-27.7520
2017-09-08T15:00:00.000Z;2017-09-08;15;-27.7520
2017-09-08T16:00:00.000Z;2017-09-08;16;-27.7520
2017-09-08T17:00:00.000Z;2017-09-08;17;-27.7520
2017-09-08T18:00:00.000Z;2017-09-08;18;-27.7520
2017-09-08T19:00:00.000Z;2017-09-08;19;-27.7520
2017-09-08T20:00:00.000Z;2017-09-08;20;-27.7520
2017-09-08T21:00:00.000Z;2017-09-08;21;-27.7520
2017-09-08T22:00:00.000Z;2017-09-08;22;-27.7520
2017-09-08T23:00:00.000Z;2017-09-08;23;-27.7520
2017-09-09T00:00:00.000Z;2017-09-09;00;-27.0920
2017-09-09T01:00:00.000Z;2017-09-09;01;-27.0291
2017-09-09T02:00:00.000Z;2017-09-09;02;-26.9486
2017-09-09T03:00:00.000Z;2017-09-09;03;-26.9486
2017-09-09T04:00:00.000Z;2017-09-09;04;-26.6931
2017-09-09T05:00:00.000Z;2017-09-09;05;-26.5303
2017-09-09T06:00:00.000Z;2017-09-09;06;-26.5303
2017-09-09T07:00:00.000Z;2017-09-09;07;-26.5303
2017-09-09T08:00:00.000Z;2017-09-09;08;-26.5303
2017-09-09T09:00:00.000Z;2017-09-09;09;-26.5303
2017-09-09T10:00:00.000Z;2017-09-09;10;-26.5303
2017-09-09T11:00:00.000Z;2017-09-09;11;-26.5303
2017-09-09T12:00:00.000Z;2017-09-09;12;-26.5030
2017-09-09T13:00:00.000Z;2017-09-09;13;-26.5030
2017-09-09T14:00:00.000Z;2017-09-09;14;-26.5030
2017-09-09T15:00:00.000Z;2017-09-09;15;-26.5030
2017-09-09T16:00:00.000Z;2017-09-09;16;-26.5030
2017-09-09T17:00:00.000Z;2017-09-09;17;-26.5030
2017-09-09T18:00:00.000Z;2017-09-09;18;-26.5030
2017-09-09T19:00:00.000Z;2017-09-09;19;-26.5030
2017-09-09T20:00:00.000Z;2017-09-09;20;-26.5030
2017-09-09T21:00:00.000Z;2017-09-09;21;-26.5030
2017-09-09T22:00:00.000Z;2017-09-09;22;-26.5030
2017-09-09T23:00:00.000Z;2017-09-09;23;-26.5030
2017-09-10T00:00:00.000Z;2017-09-10;00;-26.2788
2017-09-10T01:00:00.000Z;2017-09-10;01;-26.2788
2017-09-10T02:00:00.000Z;2017-09-10;02;-25.8117
2017-09-10T03:00:00.000Z;2017-09-10;03;-25.6728
2017-09-10T04:00:00.000Z;2017-09-10;04;-25.6728
2017-09-10T05:00:00.000Z;2017-09-10;05;-26.4770
2017-09-10T06:00:00.000Z;2017-09-10;06;-27.8767
2017-09-10T07:00:00.000Z;2017-09-10;07;-28.3873
2017-09-10T08:00:00.000Z;2017-09-10;08;-28.3873
2017-09-10T09:00:00.000Z;2017-09-10;09;-28.3873
2017-09-10T10:00:00.000Z;2017-09-10;10;-28.3873
2017-09-10T11:00:00.000Z;2017-09-10;11;-28.3873
2017-09-10T12:00:00.000Z;2017-09-10;12;-28.3873
2017-09-10T13:00:00.000Z;2017-09-10;13;-28.3873
2017-09-10T14:00:00.000Z;2017-09-10;14;-28.3873
2017-09-10T15:00:00.000Z;2017-09-10;15;-28.3873
2017-09-10T16:00:00.000Z;2017-09-10;16;-28.3873
2017-09-10T17:00:00.000Z;2017-09-10;17;-28.3368
2017-09-10T18:00:00.000Z;2017-09-10;18;-28.1978
2017-09-10T19:00:00.000Z;2017-09-10;19;-28.1973
2017-09-10T20:00:00.000Z;2017-09-10;20;-28.1973
2017-09-10T21:00:00.000Z;2017-09-10;21;-28.1973
2017-09-10T22:00:00.000Z;2017-09-10;22;-28.1973
2017-09-10T23:00:00.000Z;2017-09-10;23;-28.1973
2017-09-11T00:00:00.000Z;2017-09-11;00;-27.8451
2017-09-11T01:00:00.000Z;2017-09-11;01;-27.4073
2017-09-11T02:00:00.000Z;2017-09-11;02;-26.7751
2017-09-11T03:00:00.000Z;2017-09-11;03;-26.7681
2017-09-11T04:00:00.000Z;2017-09-11;04;-26.7681
2017-09-11T05:00:00.000Z;2017-09-11;05;-26.7681
2017-09-11T06:00:00.000Z;2017-09-11;06;-26.7681
2017-09-11T07:00:00.000Z;2017-09-11;07;-26.7681
2017-09-11T08:00:00.000Z;2017-09-11;08;-26.7681
2017-09-11T09:00:00.000Z;2017-09-11;09;-26.7681
2017-09-11T10:00:00.000Z;2017-09-11;10;-26.7681
2017-09-11T11:00:00.000Z;2017-09-11;11;-26.7681
2017-09-11T12:00:00.000Z;2017-09-11;12;-26.7681
2017-09-11T13:00:00.000Z;2017-09-11;13;-26.7681
2017-09-11T14:00:00.000Z;2017-09-11;14;-26.7681
2017-09-11T15:00:00.000Z;2017-09-11;15;-26.7681
2017-09-11T16:00:00.000Z;2017-09-11;16;-26.7681
2017-09-11T17:00:00.000Z;2017-09-11;17;-26.7681
2017-09-11T18:00:00.000Z;2017-09-11;18;-26.7681
2017-09-11T19:00:00.000Z;2017-09-11;19;-26.7681
2017-09-11T20:00:00.000Z;2017-09-11;20;-26.7681
2017-09-11T21:00:00.000Z;2017-09-11;21;-26.7681
2017-09-11T22:00:00.000Z;2017-09-11;22;-26.7681
2017-09-11T23:00:00.000Z;2017-09-11;23;-26.7681
2017-09-12T00:00:00.000Z;2017-09-12;00;-26.4948
2017-09-12T01:00:00.000Z;2017-09-12;01;-26.4948
2017-09-12T02:00:00.000Z;2017-09-12;02;-26.4689
2017-09-12T03:00:00.000Z;2017-09-12;03;-26.3965
2017-09-12T04:00:00.000Z;2017-09-12;04;-26.3105
2017-09-12T05:00:00.000Z;2017-09-12;05;-25.4231
2017-09-12T06:00:00.000Z;2017-09-12;06;-23.6214
2017-09-12T07:00:00.000Z;2017-09-12;07;-23.6002
2017-09-12T08:00:00.000Z;2017-09-12;08;-23.6002
2017-09-12T09:00:00.000Z;2017-09-12;09;-23.6002
2017-09-12T10:00:00.000Z;2017-09-12;10;-23.6002
2017-09-12T11:00:00.000Z;2017-09-12;11;-23.6002
2017-09-12T12:00:00.000Z;2017-09-12;12;-23.6002
2017-09-12T13:00:00.000Z;2017-09-12;13;-23.6002
2017-09-12T14:00:00.000Z;2017-09-12;14;-23.6002
2017-09-12T15:00:00.000Z;2017-09-12;15;-23.6002
2017-09-12T16:00:00.000Z;2017-09-12;16;-23.6002
2017-09-12T17:00:00.000Z;2017-09-12;17;-23.6002
2017-09-12T18:00:00.000Z;2017-09-12;18;-23.1027
2017-09-12T19:00:00.000Z;2017-09-12;19;-23.1027
2017-09-12T20:00:00.000Z;2017-09-12;20;-23.1027
2017-09-12T21:00:00.000Z;2017-09-12;21;-23.1027
2017-09-12T22:00:00.000Z;2017-09-12;22;-23.1027
2017-09-12T23:00:00.000Z;2017-09-12;23;-23.1027
2017-09-13T00:00:00.000Z;2017-09-13;00;-22.8046
2017-09-13T01:00:00.000Z;2017-09-13;01;-22.7902
2017-09-13T02:00:00.000Z;2017-09-13;02;-23.6224
2017-09-13T03:00:00.000Z;2017-09-13;03;-24.3613
2017-09-13T04:00:00.000Z;2017-09-13;04;-25.5143
2017-09-13T05:00:00.000Z;2017-09-13;05;-25.5143
2017-09-13T06:00:00.000Z;2017-09-13;06;-25.5143
2017-09-13T07:00:00.000Z;2017-09-13;07;-25.5143
2017-09-13T08:00:00.000Z;2017-09-13;08;-25.5143
2017-09-13T09:00:00.000Z;2017-09-13;09;-25.5143
2017-09-13T10:00:00.000Z;2017-09-13;10;-25.5143
2017-09-13T11:00:00.000Z;2017-09-13;11;-26.2173
2017-09-13T12:00:00.000Z;2017-09-13;12;-26.9002
2017-09-13T13:00:00.000Z;2017-09-13;13;-26.9002
2017-09-13T14:00:00.000Z;2017-09-13;14;-26.9002
2017-09-13T15:00:00.000Z;2017-09-13;15;-26.9002
2017-09-13T16:00:00.000Z;2017-09-13;16;-26.9002
2017-09-13T17:00:00.000Z;2017-09-13;17;-26.9002
2017-09-13T18:00:00.000Z;2017-09-13;18;-26.9002
2017-09-13T19:00:00.000Z;2017-09-13;19;-26.9002
2017-09-13T20:00:00.000Z;2017-09-13;20;-26.9002
2017-09-13T21:00:00.000Z;2017-09-13;21;-26.9002
2017-09-13T22:00:00.000Z;2017-09-13;22;-26.9002
2017-09-13T23:00:00.000Z;2017-09-13;23;-26.9002
2017-09-14T00:00:00.000Z;2017-09-14;00;-26.5785
2017-09-14T01:00:00.000Z;2017-09-14;01;-26.4402
2017-09-14T02:00:00.000Z;2017-09-14;02;-26.4052
2017-09-14T03:00:00.000Z;2017-09-14;03;-26.1744
2017-09-14T04:00:00.000Z;2017-09-14;04;-26.1744
2017-09-14T05:00:00.000Z;2017-09-14;05;-26.1744
2017-09-14T06:00:00.000Z;2017-09-14;06;-26.0189
2017-09-14T07:00:00.000Z;2017-09-14;07;-26.0189
2017-09-14T08:00:00.000Z;2017-09-14;08;-26.0189
2017-09-14T09:00:00.000Z;2017-09-14;09;-25.9456
2017-09-14T10:00:00.000Z;2017-09-14;10;-25.7438
2017-09-14T11:00:00.000Z;2017-09-14;11;-28.0975
2017-09-14T12:00:00.000Z;2017-09-14;12;-28.3855
2017-09-14T13:00:00.000Z;2017-09-14;13;-29.2167
2017-09-14T14:00:00.000Z;2017-09-14;14;-29.2167
2017-09-14T15:00:00.000Z;2017-09-14;15;-29.2167
2017-09-14T16:00:00.000Z;2017-09-14;16;-29.2167
2017-09-14T17:00:00.000Z;2017-09-14;17;-29.5672
2017-09-14T18:00:00.000Z;2017-09-14;18;-30.2642
2017-09-14T19:00:00.000Z;2017-09-14;19;-30.2642
2017-09-14T20:00:00.000Z;2017-09-14;20;-30.2642
2017-09-14T21:00:00.000Z;2017-09-14;21;-30.2642
2017-09-14T22:00:00.000Z;2017-09-14;22;-30.2642
2017-09-14T23:00:00.000Z;2017-09-14;23;-31.0660
2017-09-15T00:00:00.000Z;2017-09-15;00;-30.4338
2017-09-15T01:00:00.000Z;2017-09-15;01;-30.1338
2017-09-15T02:00:00.000Z;2017-09-15;02;-29.8080
2017-09-15T03:00:00.000Z;2017-09-15;03;-29.8080
2017-09-15T04:00:00.000Z;2017-09-15;04;-29.8080
2017-09-15T05:00:00.000Z;2017-09-15;05;-29.8080
2017-09-15T06:00:00.000Z;2017-09-15;06;-29.8080
2017-09-15T07:00:00.000Z;2017-09-15;07;-29.8080
2017-09-15T08:00:00.000Z;2017-09-15;08;-29.8244
2017-09-15T09:00:00.000Z;2017-09-15;09;-31.0537
2017-09-15T10:00:00.000Z;2017-09-15;10;-31.8982
2017-09-15T11:00:00.000Z;2017-09-15;11;-32.2547
2017-09-15T12:00:00.000Z;2017-09-15;12;-32.2547
2017-09-15T13:00:00.000Z;2017-09-15;13;-32.2547
2017-09-15T14:00:00.000Z;2017-09-15;14;-30.8142
2017-09-15T15:00:00.000Z;2017-09-15;15;-30.8142
2017-09-15T16:00:00.000Z;2017-09-15;16;-30.8142
2017-09-15T17:00:00.000Z;2017-09-15;17;-30.8142
2017-09-15T18:00:00.000Z;2017-09-15;18;-30.8142
2017-09-15T19:00:00.000Z;2017-09-15;19;-30.8142
2017-09-15T20:00:00.000Z;2017-09-15;20;-30.8142
2017-09-15T21:00:00.000Z;2017-09-15;21;-30.8142
2017-09-15T22:00:00.000Z;2017-09-15;22;-30.8142
2017-09-15T23:00:00.000Z;2017-09-15;23;-30.8142
